home_type,address,city,zip,bedrooms,bathrooms,latitude,longitude,zillow_id,property_size,home_size,last_sold_price,last_sold_date,year_built,home_description,last_sold_year,last_sold_month,date_of_purchase,lot_coverage,tokens,lda_k5_0,lda_k5_1,lda_k5_2,lda_k5_3,lda_k5_4
Single Family Residential,201 Magnolia Ave,Millbrae,94030.0,2.0,2.5,37.599438,-122.391665,15509679,4495.0,1597.0,1500000.0,2015-12-28,1938.0,"Newly remodeled Spanish-style home, located on a desirable corner lot right in the heart of Millbrae!  Only a few steps away from Downtown and nearby schools, and minutes away from BART and Caltrain. Be the first to enjoy brand new renovations, including granite countertops, stainless steel appliance, and a jet tub. High ceilings in the living room, rounded doorways, and wood flooring throughout create a warm and inviting space. This home's full of charm and its location in sunny Millbrae can't be beat!",2015,12,1091,0.355283648498,"[u'newly', u'remodel', u'spanish', u'style', u'locate', u'desirable', u'corner', u'lot', u'right', u'heart', u'step', u'away', u'downtown', u'nearby', u'school', u'minute', u'away', u'bart', u'caltrain', u'enjoy', u'brand', u'new', u'renovation', u'include', u'granite', u'countertop', u'stainless', u'steel', u'appliance', u'jet', u'tub', u'high', u'ceiling', u'live', u'room', u'rounded', u'doorway', u'wood', u'flooring', u'create', u'warm', u'invite', u'space', u'charm', u'location', u'sunny', u'beat']",0.0,0.0,0.262044193456,0.0949305250743,0.630945307581
Single Family Residential,38 Henry Pl,Millbrae,94030.0,2.0,2.0,37.6014539,-122.402915,15502071,5532.0,1430.0,1400000.0,2015-11-04,1948.0,"This delightfully cozy home is located on a corner lot in the Meadow Glen neighborhood of Millbrae, one of the most desired areas on the Peninsula. Recess lighting, crown molding, and chandeliers throughout bring an elegant touch to the home. Enjoy peace and quiet in the lovely backyard & relax and entertain in the covered patio space with built-in brick barbeque pit. Enjoy being conveniently located to downtown Millbrae, public transportation, award-winning schools, and much more.",2015,11,1037,0.258496023138,"[u'delightfully', u'cozy', u'locate', u'corner', u'lot', u'meadow', u'glen', u'neighborhood', u'desire', u'area', u'peninsula', u'recess', u'light', u'crown', u'molding', u'chandelier', u'bring', u'elegant', u'touch', u'enjoy', u'peace', u'quiet', u'lovely', u'backyard', u'relax', u'entertain', u'covered', u'patio', u'space', u'build', u'brick', u'barbeque', u'pit', u'enjoy', u'conveniently', u'located', u'downtown', u'public', u'transportation', u'award', u'win', u'school']",0.0,0.0,0.0792124725806,0.710030459096,0.199468828682
Single Family Residential,995 Vista Grande,Millbrae,94030.0,4.0,2.5,37.595262,-122.407115,15508680,7187.0,2190.0,1230000.0,2015-12-31,1953.0,"Property has deferred maintenance, in an awesome location. Living room, with separate family room, 2 fireplaces, large lot (7,200 Sq.ft.), with rose garden and fruit trees. 4 bedrooms, or 3 bedrooms and den, 2 and 1/2 bathrooms. Huge deck off of living room, and patio leading to gardens below. Home has plenty of sunlight!  Terrific potential with this  spacious home with beautiful views. This is a trust sale, with no court confirmation required.",2015,12,1094,0.304716849868,"[u'property', u'defer', u'maintenance', u'awesome', u'location', u'live', u'room', u'separate', u'family', u'room', u'fireplace', u'large', u'lot', u'square', u'foot', u'rise', u'garden', u'fruit', u'tree', u'bedroom', u'bedroom', u'den', u'bathroom', u'huge', u'deck', u'live', u'room', u'patio', u'lead', u'garden', u'plenty', u'sunlight', u'terrific', u'potential', u'spacious', u'beautiful', u'view', u'trust', u'sale', u'court', u'confirmation', u'require']",0.0,0.695230828033,0.0,0.0,0.279257789549
Single Family Residential,1078 Springfield Dr,Millbrae,94030.0,5.0,2.5,37.593818,-122.41472,15502593,7501.0,2610.0,1575000.0,2016-01-05,1968.0,"Telescope Hill's Largest Family Home with VIEWS.   Five Bedrooms including Master Suite with Huge Open vanity area and attached office, plus laundry chute!   View deck across entire front.  Flat yard w Views !   Huge, Open central hall & staircase,  Living rm, dining rm, family rm w wet bar,  kitchen & breakfast nook,  separate laundry rm. New windows and freshly painted interior.  Conveniently located off Hwy 280. Meadows, Taylor, & Mills Schools",2016,1,1099,0.347953606186,"[u'telescope', u'hill', u'large', u'family', u'view', u'bedroom', u'include', u'master', u'suite', u'huge', u'open', u'vanity', u'area', u'attach', u'office', u'plus', u'laundry', u'chute', u'view', u'deck', u'entire', u'flat', u'yard', u'view', u'huge', u'open', u'central', u'hall', u'staircase', u'live', u'room', u'dining', u'room', u'family', u'room', u'wet', u'bar', u'kitchen', u'breakfast', u'nook', u'separate', u'laundry', u'room', u'new', u'window', u'freshly', u'paint', u'interior', u'conveniently', u'locate', u'hwy', u'meadow', u'taylor', u'mill', u'school']",0.371721759134,0.0,0.169220449548,0.0,0.4444697821
Single Family Residential,508 Santa Florita Ave,Millbrae,94030.0,3.0,2.0,37.610903,-122.412389,15500172,5000.0,1490.0,1330000.0,2016-01-08,1947.0,"Beautiful remodeled kitchen with new appliances, quartz countertop, gorgeous tile backsplash. Generously sized bedrooms with an extra large master bedroom with plenty of closet space. Two remodeled bathrooms include a bathtub and shower in the hallway bath. There is light streaming in everywhere in this lovely home. New windows, doors and electrical. Outdoors are mature roses, lavender, hibiscus, birds of paradise, lemon tree, orchids, and garden bed to grow your vegetables. Highly regarded Millbrae schools.",2016,1,1102,0.298,"[u'beautiful', u'remodel', u'kitchen', u'new', u'appliance', u'quartz', u'countertop', u'gorgeous', u'tile', u'backsplash', u'generously', u'size', u'bedroom', u'extra', u'large', u'master', u'bedroom', u'plenty', u'closet', u'space', u'remodel', u'bathroom', u'include', u'bathtub', u'shower', u'hallway', u'bathroom', u'light', u'stream', u'lovely', u'new', u'window', u'door', u'electrical', u'outdoors', u'mature', u'rose', u'lavender', u'hibiscus', u'bird', u'paradise', u'lemon', u'tree', u'orchid', u'garden', u'bedroom', u'grow', u'vegetable', u'highly', u'regard', u'school']",0.231414400827,0.0,0.433263783001,0.322020048304,0.0
Single Family Residential,33 Estates Dr,Millbrae,94030.0,4.0,3.0,37.595237,-122.415077,96052369,7929.0,2418.0,1750000.0,2014-08-08,2009.0,"Built in 2009, this four-bedroom, three-bath home features decorative wrought iron balconies and windows outside, and majestic spaciousness inside. A brightly flowered walk leads you to the arched front door of this Spanish revival home. The formal entry way has ceramic tiles, while the main living quarters have durable engineered hardwood. Custom-made Hunter Douglas treatments adorn the windows. The formal dining room has a cove ceiling. The living room is super bright, with a row of windows revealing views of the peninsula, Junipero Serra Park and San Bruno Mountain. High ceilings enhance the sense of grandeur. There is a majestic Spanish style gas fireplace. Glass doors take you out to your landscaped back yard overlooking the SF Bay and the world around you. The awe-inducing kitchen is exceptionally laid out with a convenient large island, plus a pantry. It has granite counters and high-end appliances (Wolf range, oven and microwave, Miele refrigerator, Asko dishwasher). The tile backsplash has decorative accents. The bedrooms are comfortably carpeted. There is a guest bedroom and full bath with tiled shower downstairs. Wrought iron and turned balusters lead you upstairs to the three bedrooms. The master suite has a walk-in closet, plus a beautifully tiled bath featuring a huge soaking tub with elegant molding and mountain views. There is also a full laundry room with Miele washer & dryer, and a utility sink. This wonderful home also has a two-car garage, and has easy access to I-280 and Sawyer Camp Trail along Crystal Springs Lake and goes to wonderful Millbrae schools.",2014,8,584,0.152478244419,"[u'build', u'bedroom', u'bathroom', u'feature', u'decorative', u'work', u'iron', u'balcony', u'window', u'outside', u'majestic', u'spaciousness', u'inside', u'brightly', u'flowered', u'walk', u'lead', u'arch', u'door', u'spanish', u'revival', u'formal', u'entry', u'way', u'ceramic', u'tile', u'main', u'live', u'quarter', u'durable', u'engineered', u'hardwood', u'custom', u'hunter', u'douglas', u'treatment', u'adorn', u'window', u'formal', u'dining', u'room', u'cove', u'ceiling', u'live', u'room', u'super', u'bright', u'row', u'window', u'reveal', u'view', u'peninsula', u'junipero', u'serra', u'bruno', u'mountain', u'high', u'ceiling', u'enhance', u'sense', u'grandeur', u'majestic', u'spanish', u'style', u'ga', u'fireplace', u'glass', u'door', u'landscaped', u'yard', u'overlook', u'francisco', u'bay', u'world', u'awe', u'induce', u'kitchen', u'exceptionally', u'lay', u'convenient', u'large', u'island', u'plus', u'pantry', u'granite', u'counter', u'high', u'end', u'appliance', u'wolf', u'range', u'oven', u'microwave', u'miele', u'refrigerator', u'asko', u'dishwasher', u'tile', u'backsplash', u'decorative', u'accent', u'bedroom', u'comfortably', u'carpet', u'guest', u'bedroom', u'bathroom', u'tile', u'shower', u'downstairs', u'work', u'iron', u'turn', u'baluster', u'lead', u'upstairs', u'bedroom', u'master', u'suite', u'walk', u'closet', u'plus', u'beautifully', u'tile', u'bathroom', u'feature', u'huge', u'soak', u'tub', u'elegant', u'molding', u'mountain', u'view', u'laundry', u'room', u'miele', u'washer', u'dryer', u'utility', u'sink', u'wonderful', u'car', u'garage', u'easy', u'access', u'sawyer', u'camp', u'trail', u'crystal', u'spring', u'lake', u'go', u'wonderful', u'school']",0.895068169217,0.0,0.0403688108344,0.0605149575781,0.0
Single Family Residential,1205 Encina Dr,Millbrae,94030.0,3.0,2.0,37.5890259,-122.396695,15510171,8319.0,1880.0,1688000.0,2016-04-04,1958.0,"Desirable Mills Estates location!  First time on the market in 44 years! This 3 bedroom, 2 bathroom Mills Estates rancher is situated on a 8,320 sq. ft mostly level lot.  Nice floor plan with L shaped Living room/Dining Room combination, wood burning fireplace, eat-in family kitchen with indoor grill, separate laundry room, 2 car garage and bay views from the living room, dining room Kitchen and master bedroom.  The sliding doors in the dining room and kitchen open to an inviting patio and yard with fantastic bay views. Conveniently located near award winning public schools, Bart and Caltrain, and charming downtown boutiques and cafes.  Ready for a new owner's remodel and finishing touches.  It is truly a Best Value in Mills Estate and a must see!",2016,4,1189,0.225988700565,"[u'desirable', u'mill', u'estate', u'location', u'time', u'market', u'year', u'bedroom', u'bathroom', u'mill', u'estate', u'rancher', u'situate', u'square', u'feet', u'level', u'lot', u'nice', u'floor', u'plan', u'shape', u'live', u'room', u'dining', u'room', u'combination', u'wood', u'burn', u'fireplace', u'eat', u'family', u'kitchen', u'indoor', u'grill', u'separate', u'laundry', u'room', u'car', u'garage', u'bay', u'view', u'live', u'room', u'dining', u'room', u'kitchen', u'master', u'bedroom', u'slide', u'door', u'din', u'room', u'kitchen', u'open', u'invite', u'patio', u'yard', u'fantastic', u'bay', u'view', u'conveniently', u'locate', u'near', u'award', u'win', u'public', u'school', u'bart', u'caltrain', u'charming', u'downtown', u'boutique', u'cafe', u'ready', u'new', u'owner', u'remodel', u'finish', u'touch', u'truly', u'best', u'value', u'mill', u'estate']",0.0,0.469331146389,0.0,0.198539915864,0.323994443052
Single Family Residential,310 Beverly Ave,Millbrae,94030.0,3.0,1.0,37.603927,-122.388439,15509831,5009.0,920.0,951000.0,2016-04-01,1944.0,"Home has been upgraded from top to bottom and from inside to the outside. Nothing has been missed so you the buyer will enjoy the fruits.  Some of the remodeling includes kitchen with granite counters, tile flooring, bathroom, windows, high efficient central force air furnace, air conditioning system, new air ducts, upgrades to electrical, plumbing, security monitoring system and tankless water heater! Recently installed new roof and garage door! Backyard has nice deck, nicely landscaped with lawn and hardscaped with pavers plus vegetables planter box. Homes interior was just painted and new carpets installed and refinished hardwood floors in living room hall and one bedroom. With large backyard home has expansion possibilities, enjoy great family parties gatherings in sunny Millbrae! Walk to BART, CalTrain, Bus and Down Town Millbrae! Super Location. Home is in Spring Valley Elementary school, Taylor Middle School and Mills High School districts.",2016,4,1186,0.183669395089,"[u'upgrade', u'inside', u'outside', u'miss', u'enjoy', u'fruit', u'remodel', u'include', u'kitchen', u'granite', u'counter', u'tile', u'flooring', u'bathroom', u'window', u'high', u'efficient', u'central', u'force', u'air', u'furnace', u'air', u'conditioning', u'new', u'air', u'duct', u'upgrade', u'electrical', u'plumbing', u'security', u'monitor', u'tankless', u'water', u'heater', u'recently', u'instal', u'new', u'roof', u'garage', u'door', u'backyard', u'nice', u'deck', u'nicely', u'landscaped', u'lawn', u'hardscaped', u'pavers', u'plus', u'vegetable', u'planter', u'box', u'home', u'interior', u'paint', u'new', u'carpet', u'instal', u'refinish', u'hardwood', u'floor', u'live', u'room', u'hall', u'bedroom', u'large', u'backyard', u'expansion', u'possibility', u'enjoy', u'great', u'family', u'party', u'gathering', u'sunny', u'walk', u'bart', u'caltrain', u'bus', u'town', u'super', u'location', u'spring', u'valley', u'elementary', u'school', u'taylor', u'middle', u'school', u'mill', u'high', u'school', u'district']",0.0,0.0596866052182,0.686167548655,0.0506875169337,0.200344600987
Single Family Residential,1 Lantos Ct,Millbrae,94030.0,3.0,3.0,37.5948107,-122.4136901,111436256,10454.0,2881.0,2150000.0,2015-10-09,2010.0,"This is a rare opportunity for a home in one of Millbrae's newest communities. At the end of Lantos court in Millbrae Estates, is a five year old home that is full of many amenities.  This includes walnut flooring, custom wainscoting in the master bedroom and dining room, custom window treatments throughout, master and lower bathroom elegant wall coverings, security system, centralized audio system, wine refrigerator and much more. The laundry room is upstairs with Duet washer and dryer included.",2015,10,1011,0.275588291563,"[u'rare', u'opportunity', u'new', u'community', u'end', u'lantos', u'court', u'estate', u'year', u'old', u'amenities', u'include', u'walnut', u'flooring', u'custom', u'wainscoting', u'master', u'bedroom', u'dining', u'room', u'custom', u'window', u'treatment', u'master', u'low', u'bathroom', u'elegant', u'wall', u'covering', u'security', u'centralize', u'audio', u'wine', u'refrigerator', u'laundry', u'room', u'upstairs', u'duet', u'washer', u'dryer', u'include']",0.548864726969,0.166100103303,0.270431458848,0.0,0.0
Single Family Residential,1042 Clearfield Dr,Millbrae,94030.0,4.0,2.5,37.593628,-122.413526,15502623,5662.0,1960.0,1600000.0,2015-10-27,1966.0,"First time on the market. This home is a four bedroom two and a half baths with 1960 SqFt of living space. Updated kitchen,baths and windows. There is an attached two car garage and the washer and dryer hookups are in the garage as well. There is an airport and bay view from several windows in the home. The yard is well maintained and the entry very inviting.",2015,10,1029,0.346167432003,"[u'time', u'market', u'bedroom', u'half', u'bathroom', u'square', u'foot', u'live', u'space', u'update', u'kitchen', u'bathroom', u'window', u'attach', u'car', u'garage', u'washer', u'dryer', u'hookup', u'garage', u'airport', u'bay', u'view', u'windows', u'yard', u'maintain', u'entry', u'invite']",0.011389208398,0.229581175611,0.0113091606387,0.0113701683897,0.736350286963
